ID,DiscordId,DiscordUsername,DiscordDiscriminator,CreatedAt,UpdatedAt,WalletAddress,Missions
330,723342326872801340,Vnzn,8658,2022-05-07T18:55:42.644Z,2022-05-07T19:45:11.77Z,0xfEa788d40F2A79cFF80BA25C15943d6f2612d95D,"{1,2,3,4,5,6}"
327,875861831602827274,AlfaDark,0396,2022-05-07T16:51:49.317Z,2022-05-08T01:57:15.058Z,0x199C986C8ED01497e8496853Fa1E77CaC2f696F0,"{1,2,3,4,5,6}"
352,851212405086486548,stellaz,9457,2022-05-13T18:37:28.148Z,2022-05-13T18:48:48.073Z,0xcF3b3c04F065776Fbe526e1E2eF7138B5094b4a3,"{1,2}"
380,913845873526591548,Chap4o,8997,2022-05-23T19:26:18.16Z,2022-05-25T21:58:08.249Z,0xa364BDA3c1b3FCDCC1eF6e3E9b37d30a651895cf,"{1,2,3,4}"
355,590333797262688264,Brieffc,4388,2022-05-15T16:24:34.611Z,2022-05-15T16:43:30.517Z,0x7b78a3362972728D185f0c1bfadB428b6595FCe4,"{1,2,3,4}"
377,855184683741610054,JereSantos,1997,2022-05-21T13:27:39.199Z,2022-05-21T15:29:45.315Z,0xBc0096bD7875B244b880ad23A6C79962eA0eEC8E,"{1,2,3,4,5}"
1,548618495383044129,danicuki,5520,2022-01-24T02:30:47.027Z,2022-07-20T21:36:35.795Z,0xf1ca86104f86C3305FAB1c6cd5Ab8BeBEE7Ce585,"{1,2,3,4,5,6,7,8,9}"
349,231515265962213377,oTheux,7022,2022-05-11T21:44:16.551Z,2022-05-14T03:48:12.05Z,0x772C22C7e9EEC5EccD46D591fb64B36100cbfA29,"{1,2,3,4,5,6}"
336,403908661401092116,Jhon,0768,2022-05-09T16:04:40.007Z,2022-08-07T01:26:37.53Z,0x13d2439ae2A61e7196936917b107444b6975867D,"{1,2,3,4}"
378,585993074681970688,Genildo Lopes,3392,2022-05-21T23:54:03.865Z,2022-06-10T23:02:06.098Z,0xA805b41E5A8121bDC2f9a0cdC0b17009B0E84cB1,"{1,2,3,4,5,6,7,8}"
260,965055339022143539,God's,6234,2022-04-22T02:33:18.344Z,2022-05-16T03:45:43.064Z,0xE2449312C4686d02420EC04A27576722d40C9499,"{1,2,3,4}"
358,913953483907035166,paramananda,5562,2022-05-16T19:10:17.673Z,2022-07-30T03:12:29.298Z,0xfEb31318b3A5707e6892C6792b1FA4335e6ABF94,"{1,2,3,4,5,6,7,8,9}"
360,586164766142103552,amandaK,8738,2022-05-17T10:50:44.084Z,2022-05-24T10:18:16.034Z,0x391171567b2C56B748e135C1caEA75Ddc873FE5d,"{1,2,3,4,5,6,7}"
370,935955147216007238,7orvx,9584,2022-05-18T22:46:42.234Z,2022-05-20T00:57:29.956Z,0x0301A57a6337054c5ea6e120C0cdF6BCa5C5B1c3,"{1,2,3,4,5,6}"
356,641330627278536740,Jessica Inácio da Costa,6781,2022-05-16T03:11:13.523Z,2022-05-16T17:56:32.683Z,0x551AD811A0fFf7d89B03D11A0da32a40c6eAA62e,"{1,2,3,4,5,6,7}"
382,807026351730196520,jnptzl,0384,2022-05-24T17:36:12.221Z,2022-05-24T17:39:48.503Z,0x6687c671980E65ebD722b9146Fc61e2471558dd6,"{1,2,3,4}"
353,784456594887802910,bananalabs,4735,2022-05-13T22:46:14.76Z,2022-05-16T23:30:53.961Z,0xeAb8D159d3dB9d91b148A6401d47Ef51b681334b,"{1,2,3,4,5,6}"
384,979186920657662022,RGCS,8600,2022-05-26T02:42:17.931Z,2022-05-26T03:15:25.187Z,0x69660dFc5A94176a812626C456204A871faba215,"{1,2}"
363,930311414592188486,damb,5519,2022-05-17T18:12:10.365Z,2022-05-17T20:43:43.362Z,0x0f22a3d1b62e6607CA74A24eDBB0a376e6b6c255,"{1,2,3,4,5,6,7}"
357,698096136531083321,renato_al,4560,2022-05-16T09:34:31.162Z,2022-05-18T14:35:33.783Z,0x5ed17b2191F022Fa0D2757Aa80E79e5E9520FAEb,"{1,2,3,4}"
366,837847666385748008,Pedroooout,1983,2022-05-18T13:23:12.601Z,2022-05-18T16:21:51.672Z,0x416B0B35737fC365e547Aab99CB70EaaaBa0358B,"{1,2,3,4,5}"
383,340700042614669325,Oldagem,3588,2022-05-25T13:49:45.29Z,2022-05-27T09:30:47.469Z,0xdaa01608d7A16B5d66a05559213b311De884Fd78,"{1,2,3,4,5}"
388,374544467501252608,lepoint00,2330,2022-05-26T18:09:56.637Z,2022-05-26T18:20:48.558Z,0xA468Ff763530d9f7C1355C6C92e2E0e402EAcbe6,"{1,2,3,4,5,6,7}"
394,666738710271754260,R.Medellín,7242,2022-05-28T17:59:43.229Z,2022-05-28T18:18:32.178Z,0x5C74BC814F5461e4A21C6350F0C484f582303e22,"{1,2,3,4,5,6,7}"
391,747604427053072394,HugoMata,6758,2022-05-27T19:51:18.136Z,2022-05-28T22:57:41.354Z,0xb6Ca9f23BbF87F54752d9dFc055DcE12c8d4B220,"{1,2,3}"
396,725717953760198751,Gab_FAA0330,6527,2022-05-29T20:03:00.851Z,2022-05-30T11:22:02.887Z,0x3f94da78e91d2e4Be3ECe2D618f7b40084eFD9ba,"{1,2}"
54,433275747361357846,KIVA,3251,2022-02-11T13:38:00.819Z,2022-05-31T17:17:51.424Z,0x781b17BCB5A5955320a37d89ADe0cB2c28ece58F,"{1,2,3,6,4,5,7}"
400,979167390266957874,Closesea1217,0642,2022-05-31T23:56:55.157Z,2022-05-31T23:56:55.296Z,0x62222CB89641f4Cc38F25D4F351d674A849740D9,{1}
161,809607328055033916,DiogoJ,2058,2022-03-21T00:54:45.937Z,2022-03-21T21:04:24.198Z,0xF3Ad97364bcCC3eA0582Ede58C363888f8C4ec85,"{1,2,3}"
306,329224171240554497,"{""json""}",1842,2022-05-04T00:55:50.947Z,2022-05-04T00:59:03.012Z,0x5E729a4F664abf7045466f12039a513DE9572E17,"{1,2}"
272,327792786944294912,Luan,2427,2022-04-26T13:44:03.413Z,2022-04-26T14:29:04.662Z,0x3b19D3F52c2865c1606827ABbD3F12AFACd29949,"{1,2,3,4,5}"
284,923391015350587432,GugaSEP,1002,2022-04-28T03:19:54.052Z,2022-04-28T03:19:54.067Z,0x7C91894704b3a7e51d9201aa3D68FB8e18768B37,{1}
520,726448358130057276,PValenca,2706,2022-07-04T15:13:17.26Z,2022-07-04T15:13:17.274Z,0x76D58A3D3209bBdCCa6FD7B9736B018843C8aE9F,{1}
518,464919571304939520,Juan.Colchete,2894,2022-07-04T12:26:11.564Z,2022-07-31T16:40:09.449Z,0xaB183E9F5b49bBbB5270AD9d0787612Ac2051842,"{1,2,3,4,5,6,7,8,9}"
346,689878396649734358,MailsonSS,7172,2022-05-11T03:57:53.143Z,2022-05-14T16:07:45.145Z,0xfdBC4e792148801fBCC3b4c3997f11D6c7E77d82,"{1,2,3,4,5,6}"
381,313866580809351169,Luis Soares,5973,2022-05-24T02:40:06.229Z,2022-05-24T02:58:25.037Z,0xa7056511d705E345Df3e3Acf18406d7Dc5a1a5A2,"{1,2,3,4,5,6,7}"
401,179759718410092545,OuthBack,6519,2022-06-01T11:09:59.409Z,2022-06-06T12:37:54.372Z,0xeAb69bEC6cFeC9619a499b30B3F56305E36204A0,"{1,2,3,4,5,6,7,8}"
424,865168008082489394,X2,5927,2022-06-06T20:43:14.645Z,2022-06-08T18:30:29.128Z,0xa65eba4D1920eCBe9f18F0637D75A298398e1e26,"{1,2,3,4,5,6,7,8}"
359,286518727527235584,Ower,6752,2022-05-16T19:33:52.516Z,2022-05-16T19:50:41.146Z,0xF56068b1e895e4127aB0683842bA6078fC274449,"{1,2,3,4,5,6,7}"
584,261994193533009931,Xandowski,0512,2022-07-28T21:31:58.561Z,2022-07-29T22:28:52.18Z,0x6f462a5Fd05C22ACD90C7bf97FBdd23Aa7E58124,"{1,2,3,4}"
385,949009647501713440,Yellow Pill,9336,2022-05-26T11:26:44.506Z,2022-05-26T11:31:19.145Z,0x75216d834B33E8c7a9F185996b2524C81653AA6C,"{1,2,3,4,5}"
361,550849329620058113,+1code,2020,2022-05-17T11:27:10.053Z,2022-05-17T11:38:30.179Z,0x4dD08C1d1CF79E617dAA79df2287bb831a329a26,"{1,2,3,4}"
653,1004791338761469953,Ruth Pimenta,0490,2022-08-08T19:23:00.262Z,2022-08-10T18:55:44.821Z,0x3744c446a5E57667aFCdC8BF073b39B3Be785CF6,"{1,2,3,4,5,6,7,8,9}"
577,457610770339856384,0xArthurDamasio,1762,2022-07-27T13:19:41.954Z,2022-07-27T13:19:41.989Z,0x80Fe49c04CAdAcfA1de7cF385A9a9355DFdDb445,{1}
580,369188699042480149,Arthur Sk,8188,2022-07-28T04:52:41.069Z,2022-07-28T04:52:41.135Z,0x29241eBa7b4131744fEC845004Fd76EcDB7612E2,{1}
521,398615581303111712,1997stun,1243,2022-07-05T18:12:42.082Z,2022-07-05T22:26:33.068Z,0x919bf15e3ba6A93bdCb54c99AeEe51Ca7FBECEb4,"{1,2,3,4,5,6,7,8}"
392,696874705646387231,FerSilva 🤙🏻,7472,2022-05-27T21:59:31.757Z,2022-05-27T22:26:15.639Z,0x5FC57Edae7041DFB243A194ca40dE86611198282,"{1,2,3,4,5}"
613,872828074817908737,nickapv,2200,2022-08-04T13:47:12.403Z,2022-08-04T15:01:49.532Z,0xc7b8587c9a4de387e76d1a52E98C6B6b3F533e74,"{1,2,3,4,5,6,7,8,9}"
595,999124709125914635,Hassan Akhras,5487,2022-07-31T02:08:18.51Z,2022-09-16T02:23:51.374Z,0xF5f9024c17f1439236CA13EDa06b33Fd9E263636,"{1,2,3,4,5,6,7,8,9}"
395,899828422233182269,Pkna_Aguia,5732,2022-05-28T19:35:52.833Z,2022-05-28T19:35:52.849Z,0x32197AbEC385C7f07183DAef5F904Cf64A3879C6,{1}
389,816087568906059817,Gui Gordo,7341,2022-05-27T00:52:36.017Z,2022-05-29T16:01:24.915Z,0x20C5b7FB00f6608F9452164999ab1aABAeB85d0f,"{1,2,3,4,5}"
371,614892675014852639,röeder.eth,0451,2022-05-18T22:56:48.071Z,2022-05-18T23:39:55.483Z,0x1649b26eae366218F774286C38a167c1C69AFeCA,"{1,2,3,4,5,6,7}"
398,816323354474709053,João Felipe,4242,2022-05-31T00:35:51.42Z,2022-05-31T01:05:03.433Z,0x4211476C973C55b64E7F77Cc0DB351A1b8e8BF85,"{1,2,3}"
367,671357277172662294,Thiago Santos Rocha,0351,2022-05-18T14:01:07.244Z,2022-05-19T00:49:36.299Z,0xd7A5222C3DA86154A05E75b3c8AA3ccB79Df441E,"{1,2,3,4}"
550,906251064859308043,Bruno Portes,9487,2022-07-16T03:40:02.019Z,2022-07-16T04:19:21.761Z,0xA1d68dB3e3e33a76ffCA46F3A14609ABb342d817,"{1,2,3,4}"
44,927128965280321547,fatimalima,3101,2022-02-01T18:57:44.772Z,2022-07-18T22:17:55.06Z,0x6A626458AAB69e08f915B336125A7535c694c2Fc,"{1,2,3,4,5,6,7,8,9}"
399,621077414411370519,thais,5791,2022-05-31T14:30:34.747Z,2022-05-31T16:12:43.933Z,0xb81690aa9d4A1Cb176a85DE148115392A74DFB6E,"{1,2,3,4,5}"
409,507165497700384769,Cabral,3783,2022-06-03T14:46:46.25Z,2022-07-20T19:37:36.709Z,0x94E302C15e84c71d54b1E1c8c446Ef97189AD7a3,"{1,2,3,4,5,6,7,8,9}"
558,387712153010044930,ItaloMaciel,1394,2022-07-20T22:40:45.195Z,2022-07-20T22:42:30.754Z,0x1c09793d47Ff55c6f3B79dbA2b2b104c42a3EB67,"{1,2}"
364,123679264343064579,ANDRΞ,6981,2022-05-17T19:48:35.106Z,2022-07-21T15:43:44.314Z,0xbCE48Bd893726187A5fb5Fd38E9854AeAe4FAa36,"{1,2,3,4,5,6,7,8,9}"
430,932818275883184128,AvilaNFT,9244,2022-06-07T17:53:18.565Z,2022-07-23T16:40:16.469Z,0x080F44349c53aB910B4BA3800B5818753C7de52d,"{1,2,3,4,5,6}"
585,125203678033477632,roger,9999,2022-07-29T00:17:45.987Z,2022-07-29T00:20:28.985Z,0x615acDf6cC4286232875d10531f23B63130Eb0A3,"{1,2}"
656,299359844576657418,etovaz,7759,2022-08-10T00:04:15.834Z,2022-08-10T00:29:13.47Z,0x96d9da82Ed5362E7c4194301aF88Fb5bd4D027bB,"{1,2,3,4,5}"
587,287021532079980544,tchosco,2851,2022-07-29T04:30:37.632Z,2022-07-29T05:00:12.654Z,0x1ec9992c516678357514e642f792948c85C4206f,"{1,2,3}"
655,969440978702307338,Realtor,9174,2022-08-09T20:41:02.657Z,2022-08-09T21:40:17.434Z,0xd528C709D06F57Bc28aa21F7ec9491da44647E6d,"{1,2,3,4}"
588,955968182848483349,kelvinrosa,2058,2022-07-29T11:22:04.879Z,2022-07-29T11:22:04.957Z,0x3d0A68815DB64D91f7755F6658F4e2efD80D63a7,{1}
654,968537747583295588,MFirme,1363,2022-08-09T14:17:29.87Z,2022-08-20T17:37:13.18Z,0x5efB20E9F7250E1700a8043D4aE9aE2bfe6FfE93,"{1,2,3,4}"
657,279005342753488896,Jadson Sartor Laurindo,3700,2022-08-10T16:19:52.568Z,2022-08-10T18:28:33.333Z,0xd8ABB146f2a7b9b6C8354b16befaa9F68A764456,"{1,2,3,4,5,6,7,8,9}"
659,616403205605163208,Matheus Gomes,5389,2022-08-11T10:43:27.09Z,2022-08-11T10:48:30.671Z,0x7CfB7429BB0DffBa1592b3Eb57D03740Df02Eb58,"{1,2}"
658,937794710301450340,AntonioCarlosMarques,4999,2022-08-10T23:33:10.623Z,2022-08-12T17:37:40.843Z,0xE419a4601f82DaDD472a359f122519839dAfAF56,"{1,2,3,4,5,6,7,8,9}"
318,942128810172764211,Monstro,7143,2022-05-06T13:45:09.495Z,2022-09-11T20:44:56.606Z,0x0Df9CDa79dEA33D3388a071833f5151415C6F4a4,"{1,2,3,5,6,4,7,8,9}"
660,870993890616938538,FVilas,9395,2022-08-11T17:30:59.637Z,2022-08-11T18:24:38.256Z,0xa22708697610f5Ec2BCC2BB135c3ACCF5a2FD42d,"{1,2,3,4,5,6,7,8,9}"
162,244171922630246400,germano232,9455,2022-03-21T12:45:07.431Z,2022-03-21T13:16:14.611Z,0xF6466Ee84A83052680baCD96b55ceEb9d9A516B2,"{1,2,3}"
420,827672456302034984,FireRoad,2013,2022-06-06T12:38:38.6Z,2022-06-06T13:13:30.355Z,0x72e309c42Bd92F999F1CBd827d4Fa901C4E17d81,"{1,2,3,4,5}"
307,464231544530272266,bruno.damasio,8904,2022-05-04T01:32:36.596Z,2022-05-04T01:52:13.217Z,0xD47DbD61D3d4926FACD159B67CBfeE06D6757FB3,"{1,2,3,4,5}"
368,969968469867135066,cacausalles,8458,2022-05-18T14:26:10.198Z,2022-05-23T17:46:18.202Z,0xbD936740504F7254Fb7058e8F625Fa34f1c40FAF,"{1,2,3,4,5,6,7}"
408,826891863394615347,pahebeu,4238,2022-06-02T21:12:04.062Z,2022-06-06T19:31:55.637Z,0x4a46777557ceA9D525b8133e62ed616A2530e809,"{1,2,3,4,5,6,7,8}"
362,768869658567770172,HermanoLoco,3808,2022-05-17T12:48:25.873Z,2022-05-17T13:46:54.606Z,0x6dbCdf39964218669bD2538F6D091FD32d76AF80,"{1,2,3,4,5,6,7}"
319,865316626986696725,nociam,9815,2022-05-06T15:46:04.601Z,2022-05-06T16:40:03.576Z,0x16bc994C868C71cBaE479850A8181142C5980a64,"{1,2,3,4,5,6}"
614,856526675189563434,,2553,2022-08-04T15:03:14.884Z,2022-08-04T15:03:14.884Z,,
372,378956057180897292,Guilherme Corrêa,8453,2022-05-18T23:05:10.377Z,2022-05-18T23:05:10.394Z,0xc1B5b59aBA369c65ADf52756cA6D654333Fa362a,{1}
425,968260509390483488,brisa.isabela,7590,2022-06-06T22:48:27.553Z,2022-06-07T19:31:56.472Z,0xcc652B85bf7875aE9ae390814D1baDB5Ed4cB533,"{1,2}"
522,199288267638702081,LorenzoTeste,9038,2022-07-05T23:40:40.516Z,2022-07-05T23:40:40.531Z,0x422F4B687050f60DfAA64BF46AabEf9dEE9605aB,{1}
431,414519751679934476,trustlessturtle,3337,2022-06-08T09:49:05.945Z,2022-06-08T09:52:32.318Z,0x4434c4683e93bB73F34B026df385125E80069c1F,"{1,2}"
406,933523940071047168,Diego Tovar.eth,9159,2022-06-02T01:39:16.726Z,2022-06-02T02:12:45.585Z,0x71D976d606231f5247c673afE0315367F73eB434,"{1,2,3,4,5,6,7}"
412,746514290047189101,Gabriel Isaac,4589,2022-06-05T13:01:29.611Z,2022-06-05T16:38:43.502Z,0xEa7b9d4404F6c6bCCFEB176CfFa4F9d36569c37d,"{1,2,3,4,5,6}"
393,783006804157923358,DyhSLima,8267,2022-05-27T23:26:33.589Z,2022-05-27T23:37:50.268Z,0xE95083DfE998317c390bC2F399D5295A816A5e2C,"{1,2,3,4,5,6,7}"
415,983070602539700284,,1159,2022-06-05T18:19:48.392Z,2022-06-05T18:19:48.392Z,,
397,857862881986871341,Iogy,5967,2022-05-30T05:19:02.373Z,2022-06-02T07:06:51.616Z,0x7417313f47DC02733b4fDbD94D63fB7b2D10082C,"{1,2,3,4,5}"
483,941470393103941673,badum-ts,5179,2022-06-13T12:42:18.824Z,2022-06-13T12:42:18.91Z,0x2e41C07F1c91AcB633f944B1aF29934b613576cb,{1}
390,783729009417519105,Mateus L.,1839,2022-05-27T11:53:48.409Z,2022-06-01T12:37:08.047Z,0xddcde774d43a778808D134b12434fD7C5b4Fe233,"{1,3,4,5}"
407,976265945158918184,jacir,8236,2022-06-02T13:28:09.39Z,2022-06-02T13:28:09.479Z,0xF6333cF99582ce290B91516A7db3624592F3C046,{1}
474,405896078014021636,marianaassuncao,7483,2022-06-10T22:52:37.388Z,2022-06-11T08:19:42.881Z,0x7928cd7022e389541FD2373337afa6c5b9F98B70,"{1,2,3,4,5,6,7,8}"
472,221775054373912586,Dan1410,6292,2022-06-10T14:49:31.544Z,2022-06-10T16:57:30.289Z,0xD6473461d1338D52c4542c9291A4EbE13d363C04,"{1,2,3,4,5,6,7}"
433,514930621467066378,Miorim,5565,2022-06-08T23:31:17.366Z,2022-06-08T23:40:34.638Z,0xfECEC08a258542d0a8571243c23b95a5921094de,"{1,2,3,4,5}"
468,812873544442445854,marlonblumer,9674,2022-06-09T15:33:44.708Z,2022-06-09T18:39:06.422Z,0xf5FF7529865810E5273eEF09C015F4d8840Cf655,"{1,2,3,4,5,6,7,8}"
404,931276529688780821,cibele,5015,2022-06-01T18:58:02.814Z,2022-06-01T19:56:16.77Z,0xC162C0Da46Da804C2ebef047Bdd136C9b5560cac,"{1,2,3,4,5}"
213,783373221117296680,kryptomunk,1954,2022-04-14T02:03:44.914Z,2022-06-09T11:07:27.9Z,0xf479c27b9B6c5F4eAC42c0966693C55A046B482c,"{1,2,3,4,5,6,7,8}"
416,692832003233546330,João Gonçalves,8411,2022-06-05T23:14:13.635Z,2022-06-05T23:22:28.191Z,0x131647acba345C989Db0a51318ae0e083749a8Fe,"{1,2,3,4}"
386,224644328960557059,Léo0,2265,2022-05-26T11:48:23.716Z,2022-06-01T22:35:38.927Z,0xE2e8C940ab0C50d93d1BC1d885F82e74324dc58F,"{1,2,3,4,5,6,7}"
174,943174863403745352,Pamela Aline,4303,2022-03-25T15:35:47.002Z,2022-06-03T23:43:01.494Z,0xeaC9D1b89A2e7d2B2A621B3Ed7407c6eb069Bec2,"{1,2,3,4,5,6,7}"
410,309009269909487617,</Cesar>,7324,2022-06-04T13:30:26.018Z,2022-06-04T13:35:06.99Z,0xc1842E7E047BaB0e4A3EE896BEC9A244010fe6d5,"{1,2}"
411,982289620505071636,PC,7882,2022-06-04T20:37:50.562Z,2022-06-04T20:37:50.634Z,0x924C8542D17659098e4376714d123cA2Ce1B1a06,{1}
402,553721030867156992,tiaguinhow,3295,2022-06-01T12:30:11.169Z,2022-07-22T18:19:02.045Z,0x22CAA4Aeba2F7A3260353CE163D0cBc11a9aa8BF,"{1,2,3,4,5,6,7,8,9}"
470,331595507178930188,Rafael Palau,5984,2022-06-09T19:56:48.603Z,2022-06-09T23:08:18.975Z,0xd1840f66bb6772E9e9Ae202Cf3D5ceE9831bf14a,"{1,2,3,4,5}"
471,533278064021602304,,4254,2022-06-10T11:56:17.64Z,2022-06-10T11:56:17.64Z,,
476,967861544832614430,OkuboB,5161,2022-06-11T06:43:11.681Z,2022-06-11T06:43:11.706Z,0x6A2c5ad5C7655F03489F92D7Ff9cdF63E799Dd12,{1}
557,712484178444419092,jmoura_,4989,2022-07-20T20:43:40.037Z,2022-07-21T13:33:26.493Z,0x8181853D57CE860D901054679E1479FF3E725a33,"{1,2,3,4,5}"
477,984930170504876072,Clara Lacerda,1824,2022-06-11T20:46:16.739Z,2022-06-11T21:14:57.018Z,0x5072Aae0dF8507DaB3A528e6C28235054485f930,"{1,2,3,4,5}"
479,959794928190390333,gabiverso,6356,2022-06-11T22:40:17.477Z,2022-06-12T00:12:20.637Z,0x2419CC61DDA0dEb1B78DCe70c92F94Eb97a73b53,"{1,2,3,4,5,6,7}"
480,862475593178284102,Rebeldeadn,7033,2022-06-12T18:56:09.665Z,2022-06-12T21:27:41.384Z,0xf69283a5748FF5e35B38e61DF49C3e7E85981ae0,"{1,2,3,4,5,6,7,8}"
596,491398140448997376,joneivison13,5266,2022-07-31T02:10:34.926Z,2022-07-31T02:30:43.661Z,0x7085161803e3806c5E1A06EF9F1343849cD91C72,"{1,2,3,4}"
487,883824082196529192,moaguiar,1899,2022-06-15T14:40:08.076Z,2022-06-15T14:40:08.674Z,0xcB85b3B135bf522f486Fe74a57E5607C26Ee78D6,{1}
485,721160380218605709,Dione-B,9753,2022-06-14T19:37:16.532Z,2022-06-14T19:53:01.158Z,0xE3c7340CFBFd14ae9c26f7c4b0C5C0f15D40cE30,"{1,2,3,4,5}"
488,208741658701856768,heronlancellot,1872,2022-06-15T16:06:39.339Z,2022-06-15T18:29:46.37Z,0xfa5060AFe9Fc9331d2ad0B6f08080aD0BC5D7E19,"{1,2,3,4,5,6}"
482,286207283380092929,Pedro P,1040,2022-06-13T02:57:54.781Z,2022-06-17T15:28:57.682Z,0xd4A9f1f16c971f68FeF19882CBC019E616A85095,"{1,2,3,4,5}"
489,325036418571304961,williamsouza,4107,2022-06-19T23:50:55.325Z,2022-06-20T00:40:29.524Z,0xc169116DC6343a990D6976dcf7b71fa5F7dE21ce,"{1,2,3,4,5}"
491,811613320259698698,Gothrπ,3075,2022-06-20T18:30:01.942Z,2022-06-20T18:30:02.036Z,0x27F3adb49fdC5f5DBCbcA804821a8F62af19998b,{1}
499,501454288103538718,lkscrypto,6102,2022-06-22T00:55:57.879Z,2022-06-22T22:59:46.683Z,0x6a0B470e51C340EeD6f8B5CBfDF3EF6840A6a390,"{1,2,3,4,5}"
523,313145229786087426,Sonic,9388,2022-07-06T12:17:12.826Z,2022-07-06T12:17:12.901Z,0x6a2B9009EC9a46191ee639758Fef849Ee4FfDaBB,{1}
163,332650055041548309,themir,9914,2022-03-21T17:18:48.474Z,2022-03-21T17:30:43.799Z,0x026fa5264f02Bfc9F2d0616F63A3A6Dc1112669C,"{1,2,3}"
196,660095370235215904,Pedro Vilela,1111,2022-04-06T13:00:04.79Z,2022-07-18T22:19:41.517Z,0x714b831eB02FE854283219B2B9f1c6951f46Dcb9,"{1,2,3,4,5,6,7,8,9}"
369,297795418396295169,vique,7158,2022-05-18T15:32:47.956Z,2022-05-19T17:17:25.798Z,0x3bf2C72F0A9A64Cc57B77671B911fEEF30fEE39e,"{1,2,3,4}"
387,520717878476013586,vitormach,4665,2022-05-26T12:51:41.284Z,2022-05-26T13:16:24.252Z,0xd8A79c30C8355B0249d5444144704F6d2762E04a,"{1,2,3}"
478,903287866803777556,FAELZ1N,5317,2022-06-11T20:55:37.566Z,2022-06-11T22:15:14.638Z,0xB93759bc18f9915a7458C6FB2a7cc2B6d853ff5D,"{1,2,3,4,5}"
421,707612631032266852,Samir Azambuja,9660,2022-06-06T13:02:12.57Z,2022-06-06T17:37:32.659Z,0x6605B92DF678aC0D933Acf28a21014E34b3D6687,"{1,2,3,4,5}"
403,833854821915951145,WILL,3073,2022-06-01T13:56:38.445Z,2022-06-01T14:35:40.44Z,0xf1EE73ce1a1626555E04064ee30B539286Ff5b0e,"{1,2,3,4,5}"
559,258961728467894272,BilliJhown,0454,2022-07-21T00:24:04.544Z,2022-07-21T00:28:40.635Z,0x809e46c24856f275a6571F28CE70148863C96aC0,"{1,2}"
426,283190084906385409,H4NZ0,6918,2022-06-06T23:28:31.885Z,2022-06-07T21:50:04.606Z,0xA09aF72e799EAb623aaA1023589ee5d617a87510,"{1,2,3,4,5}"
405,871498412426661929,momagi,0121,2022-06-01T21:56:11.044Z,2022-06-01T22:04:47.429Z,0x6dc21467E2BbE9408c511db47234f46A9B58EbD1,"{1,2,3,4,5}"
599,471466470887391244,HilarioX,7945,2022-08-01T20:41:35.271Z,2022-08-02T20:58:54.804Z,0x3E876a4098463bcaffbd42A6422fAdD0B7DDa1B9,"{1,2,3,4,5,6}"
492,185226355129057281,aDi,6123,2022-06-20T20:37:36.684Z,2022-06-20T21:25:41.012Z,0xe1cE515433d665893013Ff60Dd2AeB6C82315D78,"{1,2,3,4,5,6,7}"
432,915708364925841428,Jhonatan Carlos,1186,2022-06-08T13:00:07.86Z,2022-06-08T13:33:15.352Z,0x304A8b37A1c3ECEB6d59eb1dE3099C608257bf42,"{1,2,3,4,5}"
413,562751218066259978,patrick_ds,0886,2022-06-05T13:36:55.331Z,2022-06-05T14:00:08.634Z,0xead29fD9231aB8bd0b1bB0c44903Da53d2E2F82d,"{1,2,3,4,5,6,7}"
417,670863500930973725,rodrigomanhaes,3883,2022-06-05T23:57:22.003Z,2022-06-05T23:57:22.016Z,0x6Af0e0F453261027A430A6D0eB83E9AC7eeC50ae,{1}
598,468953793128824832,Haksu,7314,2022-07-31T23:33:15.84Z,2022-08-01T00:04:51.757Z,0x37CCe3F2fE7C7cC20b0228f8FB2Ea74939581e5f,"{1,2,3,4,5,6,7,8,9}"
733,978449670617587782,Aline Portella,0199,2022-09-16T23:16:53.113Z,2022-09-16T23:16:53.143Z,0x72e7BB4Edb4d972374BcFbaE94fdc22af3b8fc78,{1}
603,360029691505278977,GUGAVINIB,4190,2022-08-02T16:59:16.254Z,2022-08-05T11:37:01.698Z,0x27D33c8C8A715f4a2023D8FfD88aecFEfbafcd95,"{1,2,3,4,5}"
484,575492933047025685,Adalberto,8536,2022-06-13T13:17:02.521Z,2022-06-13T21:11:03.48Z,0x38aD29954cd2918e595e74973745136667116a8C,"{1,2,3,4,5,6,7}"
429,393512375317168138,Leonidas,7561,2022-06-07T12:32:46.747Z,2022-06-09T11:54:33.838Z,0x52c979898e29585F14100a5B258B6585fc61531c,"{1,2,3,4,5}"
589,237675867461910528,TioJuca,1000,2022-07-29T12:07:32.253Z,2022-07-29T18:40:52.255Z,0x51090a8D45f5b63dDCc896c66d2327A845DFDF71,"{1,2,3,4,5,6,7,8,9}"
469,275029432488427520,Fábio Souza,7333,2022-06-09T15:41:50.758Z,2022-06-09T16:59:20.932Z,0x594337bAb105B485C412E692b15fd268380568FD,"{1,2,3}"
569,822971236920328234,emylee,0676,2022-07-25T00:53:51.403Z,2022-07-31T18:35:47.604Z,0xa203f601E7C2663DDf0Da87c51D3C4DD7815B6f6,"{1,2,3,4,5,6,7,8,9}"
434,738153010990940281,Dobby,7418,2022-06-09T01:13:49.99Z,2022-06-09T23:31:55.396Z,0x9B670ad03b68534fbFb376Ee5ad72EbC43C832aF,"{1,2,3,4,5,7,8}"
